Code Prefix,Code,Category,Sex,Age,2006,2011,2016
T33,T33-3,Employment Status,,,30,25,10
T33,T33-3,Employment Status,,,30,25,6
T33,T33-3,Employment Status,,,30,25,6
T33,T33-3,Employment Status,,,30,25,12
T33,T33-3,Employment Status,,,30,25,12
T33,T33-3,Employment Status,,,30,25,31
T33,T33-3,Employment Status,,,30,25,31
T33,T33-3,Employment Status,,,30,25,29
T33,T33-3,Employment Status,,,30,25,29
T33,T33-3,Employment Status,,,30,25,64
T33,T33-3,Employment Status,,,30,25,64
T33,T33-3,Employment Status,,,30,25,30
T33,T33-3,Employment Status,,,30,25,30
T33,T33-3,Employment Status,,,30,25,51
T33,T33-3,Employment Status,,,30,25,51
T33,T33-3,Employment Status,,,30,25,77
T33,T33-3,Employment Status,,,30,25,77
T33,T33-3,Employment Status,,,30,35,10
T33,T33-3,Employment Status,,,30,35,10
T33,T33-3,Employment Status,,,30,35,6
T33,T33-3,Employment Status,,,30,35,6
T33,T33-3,Employment Status,,,30,35,12
T33,T33-3,Employment Status,,,30,35,12
T33,T33-3,Employment Status,,,30,35,31
T33,T33-3,Employment Status,,,30,35,31
T33,T33-3,Employment Status,,,30,35,29
T33,T33-3,Employment Status,,,30,35,29
T33,T33-3,Employment Status,,,30,35,64
T33,T33-3,Employment Status,,,30,35,64
T33,T33-3,Employment Status,,,30,35,30
T33,T33-3,Employment Status,,,30,35,30
T33,T33-3,Employment Status,,,30,35,51
T33,T33-3,Employment Status,,,30,35,51
T33,T33-3,Employment Status,,,30,35,77
T33,T33-3,Employment Status,,,30,35,77
T33,T33-3,Employment Status,,,30,30,10
T33,T33-3,Employment Status,,,30,30,10
T33,T33-3,Employment Status,,,30,30,6
T33,T33-3,Employment Status,,,30,30,6
T33,T33-3,Employment Status,,,30,30,12
T33,T33-3,Employment Status,,,30,30,12
T33,T33-3,Employment Status,,,30,30,31
T33,T33-3,Employment Status,,,30,30,31
T33,T33-3,Employment Status,,,30,30,29
T33,T33-3,Employment Status,,,30,30,29
T33,T33-3,Employment Status,,,30,30,64
T33,T33-3,Employment Status,,,30,30,64
T33,T33-3,Employment Status,,,30,30,30
T33,T33-3,Employment Status,,,30,30,30
T33,T33-3,Employment Status,,,30,30,51
T33,T33-3,Employment Status,,,30,30,51
T33,T33-3,Employment Status,,,30,30,77
T33,T33-3,Employment Status,,,30,30,77
T33,T33-3,Employment Status,,,30,31,10
T33,T33-3,Employment Status,,,30,31,10
T33,T33-3,Employment Status,,,30,31,6
T33,T33-3,Employment Status,,,30,31,6
T33,T33-3,Employment Status,,,30,31,12
T33,T33-3,Employment Status,,,30,31,12
T33,T33-3,Employment Status,,,30,31,31
T33,T33-3,Employment Status,,,30,31,31
T33,T33-3,Employment Status,,,30,31,29
T33,T33-3,Employment Status,,,30,31,29
T33,T33-3,Employment Status,,,30,31,64
T33,T33-3,Employment Status,,,30,31,64
T33,T33-3,Employment Status,,,30,31,30
T33,T33-3,Employment Status,,,30,31,30
T33,T33-3,Employment Status,,,30,31,51
T33,T33-3,Employment Status,,,30,31,51
T33,T33-3,Employment Status,,,30,31,77
T33,T33-3,Employment Status,,,30,31,77
T33,T33-3,Employment Status,,,30,70,10
T33,T33-3,Employment Status,,,30,70,10
T33,T33-3,Employment Status,,,30,70,6
T33,T33-3,Employment Status,,,30,70,6
T33,T33-3,Employment Status,,,30,70,12
T33,T33-3,Employment Status,,,30,70,12
T33,T33-3,Employment Status,,,30,70,31
T33,T33-3,Employment Status,,,30,70,31
T33,T33-3,Employment Status,,,30,70,29
T33,T33-3,Employment Status,,,30,70,29
T33,T33-3,Employment Status,,,30,70,64
T33,T33-3,Employment Status,,,30,70,64
T33,T33-3,Employment Status,,,30,70,30
T33,T33-3,Employment Status,,,30,70,30
T33,T33-3,Employment Status,,,30,70,51
T33,T33-3,Employment Status,,,30,70,51
T33,T33-3,Employment Status,,,30,70,77
T33,T33-3,Employment Status,,,30,70,77
T33,T33-3,Employment Status,,,30,52,10
T33,T33-3,Employment Status,,,30,52,10
T33,T33-3,Employment Status,,,30,52,6
T33,T33-3,Employment Status,,,30,52,6
T33,T33-3,Employment Status,,,30,52,12
T33,T33-3,Employment Status,,,30,52,12
T33,T33-3,Employment Status,,,30,52,31
T33,T33-3,Employment Status,,,30,52,31
T33,T33-3,Employment Status,,,30,52,29
T33,T33-3,Employment Status,,,30,52,29
T33,T33-3,Employment Status,,,30,52,64
T33,T33-3,Employment Status,,,30,52,64
T33,T33-3,Employment Status,,,30,52,30
T33,T33-3,Employment Status,,,30,52,30
T33,T33-3,Employment Status,,,30,52,51
T33,T33-3,Employment Status,,,30,52,51
T33,T33-3,Employment Status,,,30,52,77
T33,T33-3,Employment Status,,,30,52,77
T33,T33-3,Employment Status,,,30,43,10
T33,T33-3,Employment Status,,,30,43,10
T33,T33-3,Employment Status,,,30,43,6
T33,T33-3,Employment Status,,,30,43,6
T33,T33-3,Employment Status,,,30,43,12
T33,T33-3,Employment Status,,,30,43,12
T33,T33-3,Employment Status,,,30,43,31
T33,T33-3,Employment Status,,,30,43,31
T33,T33-3,Employment Status,,,30,43,29
T33,T33-3,Employment Status,,,30,43,29
T33,T33-3,Employment Status,,,30,43,64
T33,T33-3,Employment Status,,,30,43,64
T33,T33-3,Employment Status,,,30,43,30
T33,T33-3,Employment Status,,,30,43,30
T33,T33-3,Employment Status,,,30,43,51
T33,T33-3,Employment Status,,,30,43,51
T33,T33-3,Employment Status,,,30,43,77
T33,T33-3,Employment Status,,,30,43,77
T33,T33-3,Employment Status,,,30,91,10
T33,T33-3,Employment Status,,,30,91,10
T33,T33-3,Employment Status,,,30,91,6
T33,T33-3,Employment Status,,,30,91,6
T33,T33-3,Employment Status,,,30,91,12
T33,T33-3,Employment Status,,,30,91,12
T33,T33-3,Employment Status,,,30,91,31
T33,T33-3,Employment Status,,,30,91,31
T33,T33-3,Employment Status,,,30,91,29
T33,T33-3,Employment Status,,,30,91,29
T33,T33-3,Employment Status,,,30,91,64
T33,T33-3,Employment Status,,,30,91,64
T33,T33-3,Employment Status,,,30,91,30
T33,T33-3,Employment Status,,,30,91,30
T33,T33-3,Employment Status,,,30,91,51
T33,T33-3,Employment Status,,,30,91,51
T33,T33-3,Employment Status,,,30,91,77
T33,T33-3,Employment Status,,,30,91,77
T33,T33-3,Employment Status,,,64,15,10
T33,T33-3,Employment Status,,,64,15,6
T33,T33-3,Employment Status,,,64,15,12
T33,T33-3,Employment Status,,,64,15,31
T33,T33-3,Employment Status,,,64,15,29
T33,T33-3,Employment Status,,,64,15,64
T33,T33-3,Employment Status,,,64,15,30
T33,T33-3,Employment Status,,,64,15,51
T33,T33-3,Employment Status,,,64,15,77
T33,T33-3,Employment Status,,,64,25,10
T33,T33-3,Employment Status,,,64,25,6
T33,T33-3,Employment Status,,,64,25,12
T33,T33-3,Employment Status,,,64,25,31
T33,T33-3,Employment Status,,,64,25,29
T33,T33-3,Employment Status,,,64,25,64
T33,T33-3,Employment Status,,,64,25,30
T33,T33-3,Employment Status,,,64,25,51
T33,T33-3,Employment Status,,,64,25,77
T33,T33-3,Employment Status,,,64,35,10
T33,T33-3,Employment Status,,,64,35,6
T33,T33-3,Employment Status,,,64,35,12
T33,T33-3,Employment Status,,,64,35,31
T33,T33-3,Employment Status,,,64,35,29
T33,T33-3,Employment Status,,,64,35,64
T33,T33-3,Employment Status,,,64,35,30
T33,T33-3,Employment Status,,,64,35,51
T33,T33-3,Employment Status,,,64,35,77
T33,T33-3,Employment Status,,,64,30,10
T33,T33-3,Employment Status,,,64,30,6
T33,T33-3,Employment Status,,,64,30,12
T33,T33-3,Employment Status,,,64,30,31
T33,T33-3,Employment Status,,,64,30,29
T33,T33-3,Employment Status,,,64,30,64
T33,T33-3,Employment Status,,,64,30,30
T33,T33-3,Employment Status,,,64,30,51
T33,T33-3,Employment Status,,,64,30,77
T33,T33-3,Employment Status,,,64,31,10
T33,T33-3,Employment Status,,,64,31,6
T33,T33-3,Employment Status,,,64,31,12
T33,T33-3,Employment Status,,,64,31,31
T33,T33-3,Employment Status,,,64,31,29
T33,T33-3,Employment Status,,,64,31,64
T33,T33-3,Employment Status,,,64,31,30
T33,T33-3,Employment Status,,,64,31,51
T33,T33-3,Employment Status,,,64,31,77
T33,T33-3,Employment Status,,,64,70,10
T33,T33-3,Employment Status,,,64,70,6
T33,T33-3,Employment Status,,,64,70,12
T33,T33-3,Employment Status,,,64,70,31
T33,T33-3,Employment Status,,,64,70,29
T33,T33-3,Employment Status,,,64,70,64
T33,T33-3,Employment Status,,,64,70,30
T33,T33-3,Employment Status,,,64,70,51
T33,T33-3,Employment Status,,,64,70,77
T33,T33-3,Employment Status,,,64,52,10
T33,T33-3,Employment Status,,,64,52,6
T33,T33-3,Employment Status,,,64,52,12
T33,T33-3,Employment Status,,,64,52,31
T33,T33-3,Employment Status,,,64,52,29
T33,T33-3,Employment Status,,,64,52,64
T33,T33-3,Employment Status,,,64,52,30
T33,T33-3,Employment Status,,,64,52,51
T33,T33-3,Employment Status,,,64,52,77
T33,T33-3,Employment Status,,,64,43,10
T33,T33-3,Employment Status,,,64,43,6
T33,T33-3,Employment Status,,,64,43,12
T33,T33-3,Employment Status,,,64,43,31
T33,T33-3,Employment Status,,,64,43,29
T33,T33-3,Employment Status,,,64,43,64
T33,T33-3,Employment Status,,,64,43,30
T33,T33-3,Employment Status,,,64,43,51
T33,T33-3,Employment Status,,,64,43,77
T33,T33-3,Employment Status,,,64,91,10
T33,T33-3,Employment Status,,,64,91,6
T33,T33-3,Employment Status,,,64,91,12
T33,T33-3,Employment Status,,,64,91,31
T33,T33-3,Employment Status,,,64,91,29
T33,T33-3,Employment Status,,,64,91,64
T33,T33-3,Employment Status,,,64,91,30
T33,T33-3,Employment Status,,,64,91,51
T33,T33-3,Employment Status,,,64,91,77
T33,T33-4,Employment Status,,,15,10,9
T33,T33-4,Employment Status,,,15,10,9
T33,T33-4,Employment Status,,,15,10,9
T33,T33-4,Employment Status,,,15,10,9
T33,T33-4,Employment Status,,,15,10,22
T33,T33-4,Employment Status,,,15,10,22
T33,T33-4,Employment Status,,,15,10,15
T33,T33-4,Employment Status,,,15,10,15
T33,T33-4,Employment Status,,,15,10,25
T33,T33-4,Employment Status,,,15,10,25
T33,T33-4,Employment Status,,,15,10,41
T33,T33-4,Employment Status,,,15,10,41
T33,T33-4,Employment Status,,,15,10,45
T33,T33-4,Employment Status,,,15,10,45
T33,T33-4,Employment Status,,,15,10,31
T33,T33-4,Employment Status,,,15,10,31
T33,T33-4,Employment Status,,,15,10,74
T33,T33-4,Employment Status,,,15,10,74
T33,T33-4,Employment Status,,,15,9,9
T33,T33-4,Employment Status,,,15,9,9
T33,T33-4,Employment Status,,,15,9,9
T33,T33-4,Employment Status,,,15,9,9
T33,T33-4,Employment Status,,,15,9,22
T33,T33-4,Employment Status,,,15,9,22
T33,T33-4,Employment Status,,,15,9,15
T33,T33-4,Employment Status,,,15,9,15
T33,T33-4,Employment Status,,,15,9,25
T33,T33-4,Employment Status,,,15,9,25
T33,T33-4,Employment Status,,,15,9,41
T33,T33-4,Employment Status,,,15,9,41
T33,T33-4,Employment Status,,,15,9,45
T33,T33-4,Employment Status,,,15,9,45
T33,T33-4,Employment Status,,,15,9,31
T33,T33-4,Employment Status,,,15,9,31
T33,T33-4,Employment Status,,,15,9,74
T33,T33-4,Employment Status,,,15,9,74
T33,T33-4,Employment Status,,,15,19,9
T33,T33-4,Employment Status,,,15,19,9
T33,T33-4,Employment Status,,,15,19,9
T33,T33-4,Employment Status,,,15,19,9
T33,T33-4,Employment Status,,,15,19,22
T33,T33-4,Employment Status,,,15,19,22
T33,T33-4,Employment Status,,,15,19,15
T33,T33-4,Employment Status,,,15,19,15
T33,T33-4,Employment Status,,,15,19,25
T33,T33-4,Employment Status,,,15,19,25
T33,T33-4,Employment Status,,,15,19,41
T33,T33-4,Employment Status,,,15,19,41
T33,T33-4,Employment Status,,,15,19,45
T33,T33-4,Employment Status,,,15,19,45
T33,T33-4,Employment Status,,,15,19,31
T33,T33-4,Employment Status,,,15,19,31
T33,T33-4,Employment Status,,,15,19,74
T33,T33-4,Employment Status,,,15,19,74
T33,T33-4,Employment Status,,,15,20,9
T33,T33-4,Employment Status,,,15,20,9
T33,T33-4,Employment Status,,,15,20,9
T33,T33-4,Employment Status,,,15,20,9
T33,T33-4,Employment Status,,,15,20,22
T33,T33-4,Employment Status,,,15,20,22
T33,T33-4,Employment Status,,,15,20,15
T33,T33-4,Employment Status,,,15,20,15
T33,T33-4,Employment Status,,,15,20,25
T33,T33-4,Employment Status,,,15,20,25
T33,T33-4,Employment Status,,,15,20,41
T33,T33-4,Employment Status,,,15,20,41
T33,T33-4,Employment Status,,,15,20,45
T33,T33-4,Employment Status,,,15,20,45
T33,T33-4,Employment Status,,,15,20,31
T33,T33-4,Employment Status,,,15,20,31
T33,T33-4,Employment Status,,,15,20,74
T33,T33-4,Employment Status,,,15,20,74
T33,T33-4,Employment Status,,,15,18,9
T33,T33-4,Employment Status,,,15,18,9
T33,T33-4,Employment Status,,,15,18,9
T33,T33-4,Employment Status,,,15,18,9
T33,T33-4,Employment Status,,,15,18,22
T33,T33-4,Employment Status,,,15,18,22
T33,T33-4,Employment Status,,,15,18,15
T33,T33-4,Employment Status,,,15,18,15
T33,T33-4,Employment Status,,,15,18,25
T33,T33-4,Employment Status,,,15,18,25
T33,T33-4,Employment Status,,,15,18,41
T33,T33-4,Employment Status,,,15,18,41
T33,T33-4,Employment Status,,,15,18,45
T33,T33-4,Employment Status,,,15,18,45
T33,T33-4,Employment Status,,,15,18,31
T33,T33-4,Employment Status,,,15,18,31
T33,T33-4,Employment Status,,,15,18,74
T33,T33-4,Employment Status,,,15,18,74
T33,T33-4,Employment Status,,,15,38,9
T33,T33-4,Employment Status,,,15,38,9
T33,T33-4,Employment Status,,,15,38,9
T33,T33-4,Employment Status,,,15,38,9
T33,T33-4,Employment Status,,,15,38,22
T33,T33-4,Employment Status,,,15,38,22
T33,T33-4,Employment Status,,,15,38,15
T33,T33-4,Employment Status,,,15,38,15
T33,T33-4,Employment Status,,,15,38,25
T33,T33-4,Employment Status,,,15,38,25
T33,T33-4,Employment Status,,,15,38,41
T33,T33-4,Employment Status,,,15,38,41
T33,T33-4,Employment Status,,,15,38,45
T33,T33-4,Employment Status,,,15,38,45
T33,T33-4,Employment Status,,,15,38,31
T33,T33-4,Employment Status,,,15,38,31
T33,T33-4,Employment Status,,,15,38,74
T33,T33-4,Employment Status,,,15,38,74
T33,T33-4,Employment Status,,,15,33,9
T33,T33-4,Employment Status,,,15,33,9
T33,T33-4,Employment Status,,,15,33,9
T33,T33-4,Employment Status,,,15,33,9
T33,T33-4,Employment Status,,,15,33,22
T33,T33-4,Employment Status,,,15,33,22
T33,T33-4,Employment Status,,,15,33,15
T33,T33-4,Employment Status,,,15,33,15
T33,T33-4,Employment Status,,,15,33,25
T33,T33-4,Employment Status,,,15,33,25
T33,T33-4,Employment Status,,,15,33,41
T33,T33-4,Employment Status,,,15,33,41
T33,T33-4,Employment Status,,,15,33,45
T33,T33-4,Employment Status,,,15,33,45
T33,T33-4,Employment Status,,,15,33,31
T33,T33-4,Employment Status,,,15,33,31
T33,T33-4,Employment Status,,,15,33,74
T33,T33-4,Employment Status,,,15,33,74
T33,T33-4,Employment Status,,,15,13,9
T33,T33-4,Employment Status,,,15,13,9
T33,T33-4,Employment Status,,,15,13,9
T33,T33-4,Employment Status,,,15,13,9
T33,T33-4,Employment Status,,,15,13,22
T33,T33-4,Employment Status,,,15,13,22
T33,T33-4,Employment Status,,,15,13,15
T33,T33-4,Employment Status,,,15,13,15
T33,T33-4,Employment Status,,,15,13,25
T33,T33-4,Employment Status,,,15,13,25
T33,T33-4,Employment Status,,,15,13,41
T33,T33-4,Employment Status,,,15,13,41
T33,T33-4,Employment Status,,,15,13,45
T33,T33-4,Employment Status,,,15,13,45
T33,T33-4,Employment Status,,,15,13,31
T33,T33-4,Employment Status,,,15,13,31
T33,T33-4,Employment Status,,,15,13,74
T33,T33-4,Employment Status,,,15,13,74
T33,T33-4,Employment Status,,,15,46,9
T33,T33-4,Employment Status,,,15,46,9
T33,T33-4,Employment Status,,,15,46,9
T33,T33-4,Employment Status,,,15,46,9
T33,T33-4,Employment Status,,,15,46,22
T33,T33-4,Employment Status,,,15,46,22
T33,T33-4,Employment Status,,,15,46,15
T33,T33-4,Employment Status,,,15,46,15
T33,T33-4,Employment Status,,,15,46,25
T33,T33-4,Employment Status,,,15,46,25
T33,T33-4,Employment Status,,,15,46,41
T33,T33-4,Employment Status,,,15,46,41
T33,T33-4,Employment Status,,,15,46,45
T33,T33-4,Employment Status,,,15,46,45
T33,T33-4,Employment Status,,,15,46,31
T33,T33-4,Employment Status,,,15,46,31
T33,T33-4,Employment Status,,,15,46,74
T33,T33-4,Employment Status,,,15,46,74
T33,T33-4,Employment Status,,,16,10,9
T33,T33-4,Employment Status,,,16,10,9
T33,T33-4,Employment Status,,,16,10,22
T33,T33-4,Employment Status,,,16,10,15
T33,T33-4,Employment Status,,,16,10,25
T33,T33-4,Employment Status,,,16,10,41
T33,T33-4,Employment Status,,,16,10,45
T33,T33-4,Employment Status,,,16,10,31
T33,T33-4,Employment Status,,,16,10,74
T33,T33-4,Employment Status,,,16,9,9
T33,T33-4,Employment Status,,,16,9,9
T33,T33-4,Employment Status,,,16,9,22
T33,T33-4,Employment Status,,,16,9,15
T33,T33-4,Employment Status,,,16,9,25
T33,T33-4,Employment Status,,,16,9,41
T33,T33-4,Employment Status,,,16,9,45
T33,T33-4,Employment Status,,,16,9,31
T33,T33-4,Employment Status,,,16,9,74
T33,T33-4,Employment Status,,,16,19,9
T33,T33-4,Employment Status,,,16,19,9
T33,T33-4,Employment Status,,,16,19,22
T33,T33-4,Employment Status,,,16,19,15
T33,T33-4,Employment Status,,,16,19,25
T33,T33-4,Employment Status,,,16,19,41
T33,T33-4,Employment Status,,,16,19,45
T33,T33-4,Employment Status,,,16,19,31
T33,T33-4,Employment Status,,,16,19,74
T33,T33-4,Employment Status,,,16,20,9
T33,T33-4,Employment Status,,,16,20,9
T33,T33-4,Employment Status,,,16,20,22
T33,T33-4,Employment Status,,,16,20,15
T33,T33-4,Employment Status,,,16,20,25
T33,T33-4,Employment Status,,,16,20,41
T33,T33-4,Employment Status,,,16,20,45
T33,T33-4,Employment Status,,,16,20,31
T33,T33-4,Employment Status,,,16,20,74
T33,T33-4,Employment Status,,,16,18,9
T33,T33-4,Employment Status,,,16,18,9
T33,T33-4,Employment Status,,,16,18,22
T33,T33-4,Employment Status,,,16,18,15
T33,T33-4,Employment Status,,,16,18,25
T33,T33-4,Employment Status,,,16,18,41
T33,T33-4,Employment Status,,,16,18,45
T33,T33-4,Employment Status,,,16,18,31
T33,T33-4,Employment Status,,,16,18,74
T33,T33-4,Employment Status,,,16,38,9
T33,T33-4,Employment Status,,,16,38,9
T33,T33-4,Employment Status,,,16,38,22
T33,T33-4,Employment Status,,,16,38,15
T33,T33-4,Employment Status,,,16,38,25
T33,T33-4,Employment Status,,,16,38,41
T33,T33-4,Employment Status,,,16,38,45
T33,T33-4,Employment Status,,,16,38,31
T33,T33-4,Employment Status,,,16,38,74
T33,T33-4,Employment Status,,,16,33,9
T33,T33-4,Employment Status,,,16,33,9
T33,T33-4,Employment Status,,,16,33,22
T33,T33-4,Employment Status,,,16,33,15
T33,T33-4,Employment Status,,,16,33,25
T33,T33-4,Employment Status,,,16,33,41
T33,T33-4,Employment Status,,,16,33,45
T33,T33-4,Employment Status,,,16,33,31
T33,T33-4,Employment Status,,,16,33,74
T33,T33-4,Employment Status,,,16,13,9
T33,T33-4,Employment Status,,,16,13,9
T33,T33-4,Employment Status,,,16,13,22
T33,T33-4,Employment Status,,,16,13,15
T33,T33-4,Employment Status,,,16,13,25
T33,T33-4,Employment Status,,,16,13,41
T33,T33-4,Employment Status,,,16,13,45
T33,T33-4,Employment Status,,,16,13,31
T33,T33-4,Employment Status,,,16,13,74
T33,T33-4,Employment Status,,,16,46,9
T33,T33-4,Employment Status,,,16,46,9
T33,T33-4,Employment Status,,,16,46,22
T33,T33-4,Employment Status,,,16,46,15
T33,T33-4,Employment Status,,,16,46,25
T33,T33-4,Employment Status,,,16,46,41
T33,T33-4,Employment Status,,,16,46,45
T33,T33-4,Employment Status,,,16,46,31
T33,T33-4,Employment Status,,,16,46,74
T33,T33-4,Employment Status,,,23,10,9
T33,T33-4,Employment Status,,,23,10,9
T33,T33-4,Employment Status,,,23,10,22
T33,T33-4,Employment Status,,,23,10,15
T33,T33-4,Employment Status,,,23,10,25
T33,T33-4,Employment Status,,,23,10,41
T33,T33-4,Employment Status,,,23,10,45
T33,T33-4,Employment Status,,,23,10,31
T33,T33-4,Employment Status,,,23,10,74
T33,T33-4,Employment Status,,,23,9,9
T33,T33-4,Employment Status,,,23,9,9
T33,T33-4,Employment Status,,,23,9,22
T33,T33-4,Employment Status,,,23,9,15
T33,T33-4,Employment Status,,,23,9,25
T33,T33-4,Employment Status,,,23,9,41
T33,T33-4,Employment Status,,,23,9,45
T33,T33-4,Employment Status,,,23,9,31
T33,T33-4,Employment Status,,,23,9,74
T33,T33-4,Employment Status,,,23,19,9
T33,T33-4,Employment Status,,,23,19,9
T33,T33-4,Employment Status,,,23,19,22
T33,T33-4,Employment Status,,,23,19,15
T33,T33-4,Employment Status,,,23,19,25
T33,T33-4,Employment Status,,,23,19,41
T33,T33-4,Employment Status,,,23,19,45
T33,T33-4,Employment Status,,,23,19,31
T33,T33-4,Employment Status,,,23,19,74
T33,T33-4,Employment Status,,,23,20,9
T33,T33-4,Employment Status,,,23,20,9
T33,T33-4,Employment Status,,,23,20,22
T33,T33-4,Employment Status,,,23,20,15
T33,T33-4,Employment Status,,,23,20,25
T33,T33-4,Employment Status,,,23,20,41
T33,T33-4,Employment Status,,,23,20,45
T33,T33-4,Employment Status,,,23,20,31
T33,T33-4,Employment Status,,,23,20,74
T33,T33-4,Employment Status,,,23,18,9
T33,T33-4,Employment Status,,,23,18,9
T33,T33-4,Employment Status,,,23,18,22
T33,T33-4,Employment Status,,,23,18,15
T33,T33-4,Employment Status,,,23,18,25
T33,T33-4,Employment Status,,,23,18,41
T33,T33-4,Employment Status,,,23,18,45
T33,T33-4,Employment Status,,,23,18,31
T33,T33-4,Employment Status,,,23,18,74
T33,T33-4,Employment Status,,,23,38,9
T33,T33-4,Employment Status,,,23,38,9
T33,T33-4,Employment Status,,,23,38,22
T33,T33-4,Employment Status,,,23,38,15
T33,T33-4,Employment Status,,,23,38,25
T33,T33-4,Employment Status,,,23,38,41
T33,T33-4,Employment Status,,,23,38,45
T33,T33-4,Employment Status,,,23,38,31
T33,T33-4,Employment Status,,,23,38,74
T33,T33-4,Employment Status,,,23,33,9
T33,T33-4,Employment Status,,,23,33,9
T33,T33-4,Employment Status,,,23,33,22
T33,T33-4,Employment Status,,,23,33,15
T33,T33-4,Employment Status,,,23,33,25
T33,T33-4,Employment Status,,,23,33,41
T33,T33-4,Employment Status,,,23,33,45
T33,T33-4,Employment Status,,,23,33,31
T33,T33-4,Employment Status,,,23,33,74
T33,T33-4,Employment Status,,,23,13,9
T33,T33-4,Employment Status,,,23,13,9
T33,T33-4,Employment Status,,,23,13,22
T33,T33-4,Employment Status,,,23,13,15
T33,T33-4,Employment Status,,,23,13,25
T33,T33-4,Employment Status,,,23,13,41
T33,T33-4,Employment Status,,,23,13,45
T33,T33-4,Employment Status,,,23,13,31
T33,T33-4,Employment Status,,,23,13,74
T33,T33-4,Employment Status,,,23,46,9
T33,T33-4,Employment Status,,,23,46,9
T33,T33-4,Employment Status,,,23,46,22
T33,T33-4,Employment Status,,,23,46,15
T33,T33-4,Employment Status,,,23,46,25
T33,T33-4,Employment Status,,,23,46,41
T33,T33-4,Employment Status,,,23,46,45
T33,T33-4,Employment Status,,,23,46,31
T33,T33-4,Employment Status,,,23,46,74
T33,T33-4,Employment Status,,,29,10,9
T33,T33-4,Employment Status,,,29,10,9
T33,T33-4,Employment Status,,,29,10,22
T33,T33-4,Employment Status,,,29,10,15
T33,T33-4,Employment Status,,,29,10,25
T33,T33-4,Employment Status,,,29,10,41
T33,T33-4,Employment Status,,,29,10,45
T33,T33-4,Employment Status,,,29,10,31
T33,T33-4,Employment Status,,,29,10,74
T33,T33-4,Employment Status,,,29,9,9
T33,T33-4,Employment Status,,,29,9,9
T33,T33-4,Employment Status,,,29,9,22
T33,T33-4,Employment Status,,,29,9,15
T33,T33-4,Employment Status,,,29,9,25
T33,T33-4,Employment Status,,,29,9,41
T33,T33-4,Employment Status,,,29,9,45
T33,T33-4,Employment Status,,,29,9,31
T33,T33-4,Employment Status,,,29,9,74
T33,T33-4,Employment Status,,,29,19,9
T33,T33-4,Employment Status,,,29,19,9
T33,T33-4,Employment Status,,,29,19,22
T33,T33-4,Employment Status,,,29,19,15
T33,T33-4,Employment Status,,,29,19,25
T33,T33-4,Employment Status,,,29,19,41
T33,T33-4,Employment Status,,,29,19,45
T33,T33-4,Employment Status,,,29,19,31
T33,T33-4,Employment Status,,,29,19,74
T33,T33-4,Employment Status,,,29,20,9
T33,T33-4,Employment Status,,,29,20,9
T33,T33-4,Employment Status,,,29,20,22
T33,T33-4,Employment Status,,,29,20,15
T33,T33-4,Employment Status,,,29,20,25
T33,T33-4,Employment Status,,,29,20,41
T33,T33-4,Employment Status,,,29,20,45
T33,T33-4,Employment Status,,,29,20,31
T33,T33-4,Employment Status,,,29,20,74
T33,T33-4,Employment Status,,,29,18,9
T33,T33-4,Employment Status,,,29,18,9
T33,T33-4,Employment Status,,,29,18,22
T33,T33-4,Employment Status,,,29,18,15
T33,T33-4,Employment Status,,,29,18,25
T33,T33-4,Employment Status,,,29,18,41
T33,T33-4,Employment Status,,,29,18,45
T33,T33-4,Employment Status,,,29,18,31
T33,T33-4,Employment Status,,,29,18,74
T33,T33-4,Employment Status,,,29,38,9
T33,T33-4,Employment Status,,,29,38,9
T33,T33-4,Employment Status,,,29,38,22
T33,T33-4,Employment Status,,,29,38,15
T33,T33-4,Employment Status,,,29,38,25
T33,T33-4,Employment Status,,,29,38,41
T33,T33-4,Employment Status,,,29,38,45
T33,T33-4,Employment Status,,,29,38,31
T33,T33-4,Employment Status,,,29,38,74
T33,T33-4,Employment Status,,,29,33,9
T33,T33-4,Employment Status,,,29,33,9
T33,T33-4,Employment Status,,,29,33,22
T33,T33-4,Employment Status,,,29,33,15
T33,T33-4,Employment Status,,,29,33,25
T33,T33-4,Employment Status,,,29,33,41
T33,T33-4,Employment Status,,,29,33,45
T33,T33-4,Employment Status,,,29,33,31
T33,T33-4,Employment Status,,,29,33,74
T33,T33-4,Employment Status,,,29,13,9
T33,T33-4,Employment Status,,,29,13,9
T33,T33-4,Employment Status,,,29,13,22
T33,T33-4,Employment Status,,,29,13,15
T33,T33-4,Employment Status,,,29,13,25
T33,T33-4,Employment Status,,,29,13,41
T33,T33-4,Employment Status,,,29,13,45
T33,T33-4,Employment Status,,,29,13,31
T33,T33-4,Employment Status,,,29,13,74
T33,T33-4,Employment Status,,,29,46,9
T33,T33-4,Employment Status,,,29,46,9
T33,T33-4,Employment Status,,,29,46,22
T33,T33-4,Employment Status,,,29,46,15
T33,T33-4,Employment Status,,,29,46,25
T33,T33-4,Employment Status,,,29,46,41
T33,T33-4,Employment Status,,,29,46,45
T33,T33-4,Employment Status,,,29,46,31
T33,T33-4,Employment Status,,,29,46,74
T33,T33-4,Employment Status,,,22,10,9
T33,T33-4,Employment Status,,,22,10,9
T33,T33-4,Employment Status,,,22,10,22
T33,T33-4,Employment Status,,,22,10,15
T33,T33-4,Employment Status,,,22,10,25
T33,T33-4,Employment Status,,,22,10,41
